0.23077,0.26667,0.46667,0.3125,0.46667,0.57895,0.58824,0.5,0.53846,0.29412,0.088235,0.52941,0,0.27778,0.43333,0.46667,0.60714,0.375,0,0.61111,0.3125,0.66667,0,0.35714,0.5,0.33333,0.53571,0.29412,0.026316,0.33333,0.43333,0,0.071429,0.3,0.38235,0,0.13333,0,0.14286,0.55882,0.052632,0.34615,0
0.44737,0.91176,0.55882,0.4375,0.70588,0.19231,0.53333,0.65625,0.42105,0.7,0.16667,0.66667,0.03125,0.39286,0.5,0.55882,0.61111,0.53125,0,0.57143,0.4375,0.46429,0.083333,0.36111,0.375,0.5,0.44444,0.23333,0.076923,0.64706,0.52941,0.05,0.22222,0.5,0.53333,0.038462,0.35294,0,0.69444,0.46667,0.15385,0.42105,0.125
0.2166,0.6451,0.092157,0.125,0.23922,-0.38664,-0.054902,0.15625,-0.11741,0.40588,0.078431,0.13725,0.03125,0.11508,0.066667,0.092157,0.0039683,0.15625,0,-0.039683,0.125,-0.20238,0.083333,0.0039683,-0.125,0.16667,-0.09127,-0.060784,0.050607,0.31373,0.096078,0.05,0.15079,0.2,0.15098,0.038462,0.21961,0,0.55159,-0.092157,0.10121,0.074899,0.125
0.09375,0.080645,0.48438,0.096774,0.125,0.080645,0.046875,0.015625,0.09375,0.09375,0.20313,0.15625,0.28125,0.09375,0.066667,0.078125,0.0625,0.0625,0.1875,0.3125,0.032258,0.29032,0.14516,0.25,0.14063,0.14516,0.016129,0.10938,0.28333,0.14063,0.080645,0.16129,0.17742,0.066667,0.03125,0.32813,0.1875,0.32258,0.23438,0.064516,0.25,0.046875,0.09375
0.14063,0.39063,0.32813,0.09375,0.17188,0.125,0.078125,0.03125,0.23438,0.10938,0.18333,0.17188,0.42188,0.048387,0.078125,0.1129,0.45,0.15625,0.09375,0.35938,0.17188,0.33871,0.20313,0.17742,0.1875,0.25,0.09375,0.125,0.23438,0.3125,0.17742,0.28125,0.20313,0.09375,0,0.1875,0.14063,0.32813,0.25806,0.10938,0.17188,0.046875,0.23438
0.046875,0.30998,-0.15625,-0.0030242,0.046875,0.044355,0.03125,0.015625,0.14063,0.015625,-0.019792,0.015625,0.14063,-0.045363,0.011458,0.034778,0.3875,0.09375,-0.09375,0.046875,0.13962,0.048387,0.057964,-0.072581,0.046875,0.10484,0.077621,0.015625,-0.048958,0.17188,0.096774,0.11996,0.025706,0.027083,-0.03125,-0.14063,-0.046875,0.0055444,0.02369,0.044859,-0.078125,0,0.14063
0.79688,0.54688,0.54688,0.8125,0.70313,0.84375,0.85938,0.84375,0.67188,0.82813,0.79688,0.73438,0.64063,0.82813,0.82813,0.84375,0.53125,0.8125,0.78125,0.60938,0.70313,0.60938,0.64063,0.73438,0.75,0.75,0.875,0.8125,0.64063,0.6875,0.79688,0.75,0.70313,0.875,0.90625,0.75,0.79688,0.60938,0.78125,0.76563,0.70313,0.85938,0.67188
0.84375,0.64063,0.59375,0.875,0.75,0.70313,0.90625,0.89063,0.71875,0.84375,0.76563,0.70313,0.65625,0.89063,0.85938,0.78125,0.84375,0.875,0.78125,0.71875,0.76563,0.6875,0.64063,0.75,0.625,0.78125,0.92188,0.8125,0.64063,0.5625,0.79688,0.73438,0.67188,0.90625,0.73438,0.75,0.76563,0.60938,0.85938,0.78125,0.71875,0.85938,0.70313
0.84375,0.82813,0.48438,0.875,0.75,0.6875,0.89063,0.85938,0.70313,0.90625,0.8125,0.71875,0.65625,0.875,0.82813,0.79688,0.84375,0.90625,0.78125,0.75,0.78125,0.60938,0.64063,0.70313,0.71875,0.76563,0.92188,0.82813,0.64063,0.70313,0.90625,0.73438,0.71875,0.78125,0.79688,0.75,0.78125,0.60938,0.79688,0.78125,0.6875,0.84375,0.71875
0.82813,0.76563,0.60938,0.89063,0.76563,0.79688,0.90625,0.9375,0.71875,0.9375,0.78125,0.73438,0.65625,0.89063,0.84375,0.84375,0.85938,0.89063,0.78125,0.71875,0.73438,0.60938,0.64063,0.78125,0.73438,0.79688,0.9375,0.89063,0.64063,0.70313,0.89063,0.73438,0.71875,0.85938,0.85938,0.75,0.8125,0.60938,0.84375,0.75,0.70313,0.89063,0.71875
0.79688,0.8125,0.64063,0.85938,0.73438,0.75,0.90625,0.92188,0.71875,0.875,0.78125,0.8125,0.65625,0.90625,0.85938,0.82813,0.85938,0.875,0.78125,0.64063,0.75,0.76563,0.64063,0.75,0.76563,0.79688,0.90625,0.875,0.64063,0.70313,0.875,0.73438,0.73438,0.85938,0.85938,0.75,0.84375,0.60938,0.84375,0.71875,0.70313,0.90625,0.71875
0.92188,0.85938,0.67188,0.9375,0.73438,0.8125,0.90625,0.90625,0.71875,0.9375,0.8125,0.78125,0.65625,0.90625,0.85938,0.84375,0.85938,0.79688,0.78125,0.73438,0.75,0.71875,0.64063,0.64063,0.82813,0.82813,0.95313,0.875,0.625,0.8125,0.89063,0.73438,0.75,0.89063,0.85938,0.75,0.84375,0.60938,0.85938,0.76563,0.70313,0.90625,0.71875
0.67188,0.29688,0.32813,0.5,0.48438,0.5625,0.54688,0.40625,0.51563,0.45313,0.64063,0.42188,0.64063,0.51563,0.60938,0.46875,0.34375,0.5625,0.5625,0.39063,0.51563,0.51563,0.67188,0.51563,0.46875,0.4375,0.46875,0.59375,0.57813,0.40625,0.51563,0.78125,0.67188,0.46875,0.28125,0.65625,0.60938,0.70313,0.40625,0.54688,0.57813,0.48438,0.67188
0.92188,0.59375,0.54688,0.9375,0.76563,0.76563,0.95313,0.89063,0.85938,0.85938,0.9375,0.8125,0.98438,0.9375,0.90625,0.90625,0.5625,0.84375,1,0.57813,0.875,0.73438,1,0.60938,0.65625,0.78125,0.92188,0.90625,0.96875,0.5625,0.9375,0.98438,0.875,0.8125,0.79688,1,0.84375,1,0.85938,0.95313,0.95313,0.90625,0.9375
0.9375,0.5625,0.64063,0.875,0.875,0.57813,0.98438,0.96875,0.92188,0.84375,0.92188,0.76563,1,0.95313,0.90625,0.85938,1,0.90625,1,0.5625,0.92188,0.73438,1,0.76563,0.65625,0.82813,0.9375,0.92188,1,0.39063,0.85938,1,0.82813,0.78125,0.78125,1,0.92188,1,0.90625,0.9375,0.96875,0.85938,0.98438
0.89063,0.75,0.53125,0.89063,0.89063,0.57813,0.98438,0.92188,0.95313,0.9375,0.96875,0.70313,1,0.95313,0.92188,0.85938,0.98438,0.95313,1,0.5625,0.95313,0.5625,1,0.64063,0.60938,0.90625,0.98438,0.9375,1,0.53125,0.92188,1,0.8125,0.76563,0.9375,1,0.9375,1,0.95313,0.875,0.98438,0.89063,1
0.875,0.76563,0.59375,0.875,0.90625,0.67188,0.96875,0.98438,1,0.90625,0.9375,0.76563,1,0.95313,0.92188,0.85938,1,0.95313,1,0.51563,0.95313,0.59375,1,0.71875,0.71875,0.90625,0.96875,0.92188,1,0.65625,0.95313,1,0.89063,0.875,0.9375,1,0.96875,1,1,0.90625,1,0.92188,1
0.875,0.82813,0.53125,0.89063,0.90625,0.78125,0.96875,0.95313,1,0.9375,0.96875,0.8125,1,0.96875,0.96875,0.82813,1,0.89063,1,0.625,0.9375,0.73438,1,0.57813,0.9375,0.90625,0.95313,0.90625,0.98438,0.82813,0.98438,1,0.89063,0.875,0.96875,1,1,1,0.98438,0.95313,1,0.9375,1
3.3922,3.834,1.4511,1.7373,1.7284,2.8411,1.9978,1.9985,2.3729,2.3812,2.7399,2.5661,1.4889,2.3374,1.8414,3.6407,2.8203,1.0077,5.5362,5.1452,2.493,1.0225,1.8712,3.4657,6.0822,2.4789,1.468,1.7535,3.4094,3.3271,3.2479,2.7251,4.6186,2.5091,3.089,2.7529,2.5141,3.9394,2.4958,1.4344,2.6737,2.7959,2.5035
1.0075,2.5982,1.2536,0.6951,1.1957,1.941,0.89991,1.2326,1.5992,1.6719,1.1218,2.0111,0.85105,0.77229,0.83962,1.9302,2.0414,0.44988,0.55495,3.2458,0.91484,0.76242,0.88096,1.5025,1.8163,1.9644,1.1066,1.4666,1.8452,2.43,2.5475,1.7701,3.2361,2.4641,1.3843,1.3789,1.259,1.7838,1.7655,0.87597,1.178,2.3498,1.2718
0.85893,2.2122,1.0762,0.57778,0.87626,1.7901,0.68361,1.2122,1.6025,1.3046,0.86146,1.7837,0.66173,0.51574,0.68225,2.0309,0.031723,0.29796,0.44314,2.9658,0.67387,0.64225,0.53191,1.1338,1.8673,1.8362,0.98795,1.1892,1.4495,1.7902,2.0537,1.0063,3.6054,1.7807,1.3013,0.6361,1.0605,1.0727,1.7234,0.93339,0.88549,1.7646,0.55296
0.79873,1.8501,1.0608,0.51301,0.8305,1.3532,0.66941,0.7898,0.98623,1.3458,0.92156,1.4354,0.55872,0.50119,0.49003,1.8286,0.035268,0.26024,0.36102,2.8079,0.51767,0.64281,0.38525,1.0916,2.3752,1.4743,0.88812,1.1915,1.0905,1.5495,1.7246,0.73195,3.3956,1.7684,0.81581,0.41344,1.0878,0.97175,1.4621,0.87676,0.57028,1.6917,0.32231
0.81508,1.8707,0.97618,0.44597,0.73694,1.3397,0.52166,0.66892,1.1395,1.3739,0.6725,1.457,0.47766,0.55844,0.47248,1.787,0.016866,0.27841,0.43572,1.9693,0.48749,0.6419,0.37545,0.94646,0.84445,1.7138,0.94975,1.0757,1.0451,1.1259,1.658,0.73733,2.7539,2.0549,0.70144,0.33008,0.59568,0.98583,1.4076,0.9295,0.43818,1.1479,0.20009
0.78879,1.337,0.77011,0.38666,0.60697,1.3305,0.50365,0.89586,0.8663,1.0228,0.54889,1.1108,0.49015,0.41942,0.34395,1.8915,0.10135,0.30712,0.91074,1.5577,0.49453,0.55231,0.50581,1.146,0.50712,1.2869,0.85493,0.95654,0.96788,0.63769,1.2994,0.65588,2.6248,1.5367,0.70615,0.48906,0.51522,0.95802,1.2239,0.61685,0.4497,0.83412,0.1534
0.59375,0.65625,0.39063,0.57813,0.5,0.42188,0.39063,0.57813,0.40625,0.625,0.51563,0.40625,0.5625,0.5,0.4375,0.60938,0.4375,0.5,0.71875,0.40625,0.5,0.5,0.54688,0.54688,0.48438,0.39063,0.57813,0.42188,0.71875,0.60938,0.57813,0.5,0.53125,0.53125,0.53125,0.67188,0.59375,0.57813,0.64063,0.32813,0.6875,0.54688,0.46875
3.1254,4.0646,1.6844,1.0861,1.2681,2.8917,2.511,2.033,1.9468,2.303,2.0912,2.9843,1.1365,1.3685,1.521,2.4813,2.0517,0.8419,3.5655,3.4842,2.9915,1.0644,1.6,2.7602,6.0462,1.897,1.3421,1.5801,2.8655,2.9868,2.7139,2.6669,5.4133,2.6169,2.2155,1.9288,1.902,3.9924,2.6553,1.4576,2.1591,2.2735,2.1456
0.875,0.78125,0.54688,0.79688,0.875,0.82813,0.82813,0.89063,0.8125,0.78125,0.73438,0.78125,0.6875,0.75,0.84375,0.82813,0.75,0.78125,0.6875,0.6875,0.9375,0.625,0.70313,0.67188,0.89063,0.73438,0.82813,0.79688,0.625,0.79688,0.82813,0.71875,0.75,0.90625,0.875,0.60938,0.78125,0.64063,0.73438,0.79688,0.65625,0.85938,0.75
